formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C12H23N	[M + H]+	C12H24N+	Alkaloids	0.646	Pseudoalkaloids (transamidation)	0.202	Acetate-derived alkaloids	0.191	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Cyclohexylamines	0.892			Cyclohexylamines	0.892	Organic compounds; Organonitrogen compounds; Dialkylamines; Amines; Secondary amines; Cyclohexylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	182.190	58	0.961	857317144830940342	857316066466491151	857316066466491150	1109	
1	C6H15N	[M + H]+	C6H16N+	Fatty acids	0.683	Fatty acyls	0.418	Polyamines	0.119	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.992	Tertiary amines	0.888	Trialkylamines	0.888	Organic compounds; Organonitrogen compounds; Trialkylamines; Amines; Tertiary amines; Organic cations; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	102.128	58	0.961	857317130519975092	857316066554571539	857316066550377234	993	
1	C8H19N	[M + H]+	C8H20N+	Fatty acids	0.691	Fatty acyls	0.837	Acetate-derived alkaloids	0.537	Organic nitrogen compounds	0.999	Organonitrogen compounds	0.997	Amines	0.853	Secondary amines	0.517	Dialkylamines	0.607	Organic compounds; Organonitrogen compounds; Dialkylamines; Amines; Secondary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	130.159	58	0.961	857317134563284149	857316066638457623	857316066638457622	1145	
2	C9H20O5	[M + Na]+	C9H20NaO5+	Fatty acids	0.993	Fatty acyls	0.952	Fatty alcohols	0.981	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.243	Sugar alcohols	0.661	Sugar alcohols	0.661	Organic compounds; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Secondary alcohols; Sugar alcohols; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	231.120	58	0.970	857317341044677134	857316066718149403	857316066713955098	1221	
1	C12H23NO	[M + H]+	C12H24NO+	Fatty acids	0.477	Fatty amides	0.450	N-acyl amines	0.194	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Cyclohexylamines	0.610			Cyclohexylamines	0.610	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Dialkylamines; Amines; Secondary amines; Cyclohexylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	198.185	58	0.972	857317335273314281	857316066818812703	857316066814618398	1110	
2	C6H15NO	[M - H2O + H]+	C6H14N+	Fatty acids	0.376	Pseudoalkaloids (transamidation)	0.281	Sphingoid bases	0.505	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.980	Alkanolamines	0.714	Alkanolamines	0.714	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	100.112	59	0.977	857317334958741271	857316066990779175	857316066986584870	986	
1	C8H8N2	[M + H]+	C8H9N2+	Alkaloids	0.981	Nicotinic acid alkaloids	0.509	Pyridine alkaloids	0.509	Organoheterocyclic compounds	0.986	Benzimidazoles	0.834					Benzimidazoles	0.834	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organonitrogen compounds; Benzimidazoles; Azoles; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	133.076	59	0.980	857317356093844425	857316067070470955	857316067070470954	1789	
1	C5H10O2Si2	[M + H]+	C5H11O2Si2+	Fatty acids	0.619	Fatty acyls	0.536	Halogenated fatty acids	0.199	Organometallic compounds	0.694	Organometalloid compounds	0.694					Organometalloid compounds	0.694	Organic compounds; Organometallic compounds; Organometalloid compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	159.031	59	0.984	857317360749521967	857316067225660211	857316067225660210	1343	
1	C8H10N2O	[M + H]+	C8H11N2O+	Amino acids and Peptides	0.551	Small peptides	0.687	Aminoacids	0.553	Benzenoids	0.987	Benzene and substituted derivatives	0.935	Benzoic acids and derivatives	0.847	Aminobenzoic acids and derivatives	0.536	Aminobenzoic acids and derivatives	0.536	Organic compounds; Benzoic acids and derivatives; Benzamides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminobenzoic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid amides; Toluenes; Carboxylic acid derivatives; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	151.087	59	0.988	857317348237910986	857316067313740599	857316067309546294	1319	
1	C6H13NO4	[M + H]+	C6H14NO4+	Amino acids and Peptides	0.828	Small peptides	0.575	Aminoacids	0.707	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Amines	0.941	Alkanolamines	0.789	1,2-aminoalcohols	0.725	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Polyols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	164.092	59	0.988	857317354034441134	857316067393432379	857316067393432378	1253	
2	C3H10N2O	[M + K]+	C3H10KN2O+	Alkaloids	0.324	Ornithine alkaloids	0.400	Polyamines	0.631	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.996					Organonitrogen compounds	0.996	Organic compounds; Organonitrogen compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	129.041	59	0.989	857317357033368601	857316067481512767	857316067477318462	1396	
1	C5H9BrO5	[M + Na]+	C5H9BrNaO5+	Fatty acids	0.997	Fatty Acids and Conjugates	0.998	Halogenated fatty acids	0.935	Lipids and lipid-like molecules	0.803	Fatty Acyls	0.797	Fatty acids and conjugates	0.801	Halogenated fatty acids	0.806	Halogenated fatty acids	0.806	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Halogenated fatty acids; Alkyl bromides; Carboxylic acids; Organobromides; Alpha-halocarboxylic acids and derivatives; Carbonyl compounds; Alkyl halides; Alpha-halocarboxylic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	250.954	60	0.996	857317365979821607	857316067645090631	857316067645090630	1400	
1	C13H25N5O3	[M + H]+	C13H26N5O3+	Carbohydrates	0.527	Small peptides	0.360	Aminoacids	0.109	Organoheterocyclic compounds	0.678	Azoles	0.726	Imidazoles	0.604	Substituted imidazoles	0.677	N-substituted imidazoles	0.684	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organonitrogen compounds; Organooxygen compounds; Azoles; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	300.202	60	1.000	857317351467526504	857316067720588107	857316067720588106	1923	
1	C4H7NO4S2	[M + Na]+	C4H7NNaO4S2+	Amino acids and Peptides	0.841	Small peptides	0.375	Aminoacids	0.427	Organosulfur compounds	0.963	Sulfonyls	0.683					Sulfonyls	0.683	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	219.973	60	1.003	857317372510353425	857316068089686879	857316068085492574	1489	
1	C5H10F2N2	[M + H]+	C5H11F2N2+	Alkaloids	0.884	Nicotinic acid alkaloids	0.905	Pyridine alkaloids	0.906	Organic nitrogen compounds	0.999	Organonitrogen compounds	0.998	Amines	0.752	Aralkylamines	0.653	Aralkylamines	0.653	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Alkyl fluorides; Organofluorides; Amines; Primary amines; Alkyl halides; Aralkylamines; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	137.090	60	1.004	857317365921101347	857316068160990051	857316068156795746	1470	
1	C5H8O2	[M + H]+	C5H9O2+	Fatty acids	0.999	Fatty Acids and Conjugates	0.912	Unsaturated fatty acids	0.641	Lipids and lipid-like molecules	0.660	Fatty Acyls	0.704	Fatty acids and conjugates	0.635			Fatty acids and conjugates	0.635	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	101.060	61	1.009	857317365799466519	857316068320373611	857316068320373610	1675	
5	C11H25N11	[M + H]+	C11H26N11+	Alkaloids	0.958	Ornithine alkaloids	0.295	Polyamines	0.432	Organoheterocyclic compounds	0.839	Triazines	0.396	Aminotriazines	0.410	N-aliphatic s-triazines	0.616	N-aliphatic s-triazines	0.616	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azoles; Amines; N-aliphatic s-triazines; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	312.238	61	1.014	857317361949092926	857316068391676783	857316068391676782	1684	
2	C13H25N5O2	[M + H]+	C13H26N5O2+	Alkaloids	0.492	Small peptides	0.076	Imidazole alkaloids	0.045	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.855	Tertiary amines	0.605	Trialkylamines	0.503	Organic compounds; Organoheterocyclic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Trialkylamines; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	284.207	61	1.020	857317369654031943	857316068471368563	857316068471368562	1678	
1	C8H10N4O2	[M + H]+	C8H11N4O2+	Alkaloids	1.000	Pseudoalkaloids (transamidation)	1.000	Purine alkaloids	1.000	Organoheterocyclic compounds	1.000	Imidazopyrimidines	1.000	Purines and purine derivatives	1.000	Xanthines	0.999	Xanthines	0.999	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	195.088	62	1.027	857317371071706913	857316068815301507	857316068815301506	1525	
1	H6O7Si2	[M + H]+	H7O7Si2+	Fatty acids	0.425	Fatty Acids and Conjugates	0.305	Halogenated fatty acids	0.170	Organoheterocyclic compounds	0.012	Organoboroxines	0.565					Organoboroxines	0.565	Organic compounds; Organic acids and derivatives; Organoarsenic compounds; Organometallic compounds; Organometalloid compounds; Polyols; Organoboroxines; Organic salts; Organic oxides; Arsine oxides; Organic metalloid salts; Organic metal salts; Pentavalent organic arsenic compounds; Hydrocarbon derivatives; Pentaorganoarsanes; Oxygen-containing organoarsenic compounds; Organic oxygen compounds; Alkylarsine oxides; Chemical entities	174.973	62	1.027	857317369599505970	857316068920159111	857316068915964806	1682	
1	C7H6O2	[M + H]+	C7H7O2+	Shikimates and Phenylpropanoids	0.958	Phenolic acids (C6-C1)	0.995	Simple phenolic acids	0.994	Benzenoids	0.965	Benzene and substituted derivatives	0.880	Benzoic acids and derivatives	0.885	Benzoic acids	0.874	Benzoic acids	0.874	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	123.044	62	1.027	857317369779861083	857316069016628107	857316069012433802	1649	
1	C8H14O4	[M + H]+	C8H15O4+	Fatty acids	0.986	Fatty Acids and Conjugates	0.743	Dicarboxylic acids	0.522	Lipids and lipid-like molecules	0.727	Fatty Acyls	0.646					Fatty Acyls	0.646	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	175.097	62	1.033	857317370388035212	857316069117291407	857316069117291406	1696	
1	C9H20O5	[M + H]+	C9H21O5+	Fatty acids	0.960	Fatty acyls	0.700	Fatty alcohols	0.677	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.989	Dialkyl ethers	0.987	Dialkyl ethers	0.987	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	209.138	63	1.044	857317394165545018	857316069335395223	857316069331200918	1807	
10	C8H8FNO4S2	[M + Na]+	C8H8FNNaO4S2+	Amino acids and Peptides	0.488	Fatty Acids and Conjugates	0.140	Halogenated fatty acids	0.194	Organohalogen compounds	0.999	Aryl halides	0.845	Aryl fluorides	0.922			Aryl fluorides	0.922	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Sulfones; Aryl fluorides; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organofluorides; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	287.979	63	1.050	857317626823592568	857316069553499039	857316069549304734	1606	
1	C6H15N3O3	[M + Na]+	C6H15N3NaO3+	Amino acids and Peptides	0.729	Small peptides	0.921	Aminoacids	0.780	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Guanidines	0.958	Nitroguanidines	0.672	Nitroguanidines	0.672	Organic compounds; Lipids and lipid-like molecules; Organonitrogen compounds; Organooxygen compounds; Guanidines; Nitramines; Carboximidamides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroguanidines; Organic nitrogen compounds; Chemical entities	200.100	63	1.051	857317507818600618	857316069662550947	857316069662550946	1818	
1	C4H6N2O3S	[M + K]+	C4H6KN2O3S+	Amino acids and Peptides	0.960	Small peptides	0.949	Aminoacids	0.915	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.992	Amino acids, peptides, and analogues	0.633	Amino acids and derivatives	0.632	Alpha amino acids and derivatives	0.581	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	200.972	63	1.054	857317403929884754	857316069868071851	857316069863877546	1665	
1	C8H8O3	[M + H]+	C8H9O3+	Shikimates and Phenylpropanoids	0.950	Phenolic acids (C6-C1)	0.830	Simple phenolic acids	0.600	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.914	Aldehydes	0.965	Hydroxybenzaldehydes	0.828	Organic compounds; Aldehydes; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl-aldehydes; Organic oxides; Hydroxybenzaldehydes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	153.055	63	1.055	857317412343658590	857316069977123759	857316069977123758	1902	
